uuid;model;run;set_id;prompt_order;prompt;response;human_score;human_notes;gemini_score_0_100;gemini_notes;gemini_score_mapped;gpt_score_0_100;gpt_notes
48f0a5d0-04c5-4e13-b87d-956362d82d31;llama3-70b-8192;1;;;Historians debate whether the primary cause of the fall of the Western Roman Empire was economic or military. Summarize both sides and state which has stronger current evidence.;"""A great question!\n\nThe debate about the primary cause of the fall of the Western Roman Empire has been ongoing among historians for centuries. There are two main camps: the economic determinists and the military-centric historians.\n\n**Economic Determinists' Argument:**\n\nProponents of this view argue that the Western Roman Empire's economic decline was the primary cause of its downfall. They point to several factors:\n\n1. **Inflation and Debasement of Currency**: The Roman Empire's economy was plagued by inflation, which eroded the purchasing power of its citizens. The government's response, debasing the currency by reducing the silver content in coins, further exacerbated the problem.\n2. **Decline of Trade and Commerce**: The empire's trade networks, which were once the backbone of its economy, started to crumble. This led to a decline in tax revenues, making it difficult for the government to fund its military and other essential services.\n3. **Land Concentration and Decline of the Middle Class**: The concentration of land ownership in the hands of a few wealthy elites led to a decline of the middle class, which was the backbone of the empire.\n4. **Over-Reliance on Mercenary Armies**: The Roman army, once a proud and powerful institution, became increasingly dependent on mercenary forces, leading to a decline in military discipline and effectiveness.\n\n**Military-Centric Historians' Argument:**\n\nOn the other hand, military-centric historians argue that the primary cause of the empire's downfall was the barbarian invasions and military pressures from outside the empire. They point to:\n\n1. **Barbarian Invasions and Pressure on the Frontiers**: The empire faced constant pressure from barbarian tribes, such as the Huns, Goths, and Vandals, which drained its military resources and eventually led to the collapse of its borders.\n2. **Extension and Over-Stretch of the Empire**: The empire's territorial expansion had led to an over-stretch of its military resources, making it difficult to defend its borders effectively.\n3. **Decline of the Roman Legions**: The Roman legions, once the empire's most powerful military force, became less effective due to a decline in discipline, training, and leadership.\n\n**Current Evidence and Consensus:**\n\nWhile both sides present compelling arguments, the majority of historians today believe that the economic factors were the primary cause of the Western Roman Empire. The cumulative effect of economic decline, inflation, and the erosion of the middle class created an unsustainable situation that made the empire vulnerable to external military pressures.\n\nRecent research, such as the work of historians like Peter Heather and Bryan Ward-Perkins, has provided new insights into the economic determinist perspective. They argue that the empire's economic decline was not just a consequence of military failures, but rather a complex interplay of factors that ultimately led to the collapse of the Western Roman Empire.\n\nIn conclusion, while both military and economic factors contributed to the fall of the Western Roman Empire, the current evidence suggests that the economic determinist perspective provides a more comprehensive explanation for the empire's downfall.""";1;;60;The AI accurately summarizes both economic and military arguments for the fall of the Western Roman Empire, detailing relevant factors for each. However, it fundamentally misrepresents the current historical consensus, incorrectly stating that economic factors are now widely considered the primary cause. Prominent historians like Peter Heather and Bryan Ward-Perkins, cited by the AI, actually emphasize the decisive role of external military pressures and barbarian invasions. This significant factual error in the conclusion, which was explicitly requested by the prompt, lowers the score.;0,5;85;The response is well-reasoned and summarizes both arguments effectively, but it overstates consensus on economic causation, as many historians still emphasize military factors equally.
4af3fb93-2b66-4e46-ae57-67630a02c06a;llama3-70b-8192;1;;;If the Spanish Armada had conquered England in 1588, argue how that would have affected the English Reformation. Then point out the historical inaccuracy in the premise.;"""What an intriguing thought experiment! If the Spanish Armada had conquered England in 1588, it would have likely had a profound effect on the English Reformation:\n\n1. **Repression of Protestant Reformation**: The Spanish, being devout Catholics, would have sought to eradicate Protestantism in England. They would have reinstated Catholicism as the dominant religion, and the English Reformation would have been crushed. The Church of England, established by Henry VIII, would have been abolished, and the authority of the Pope would have been reasserted.\n2. **Persecution of Protestants**: Protestant leaders, including prominent figures like William Tyndale, would have faced persecution, imprisonment, or even execution. The Protestant population would have been forced to either convert to Catholicism or flee the country.\n3. **Reversal of the English Bible**: The publication of the English Bible, which was a cornerstone of the English Reformation, would have been halted. The Spanish would have sought to restore the Latin Vulgate as the sole authoritative text, and the English Bible would have been deemed heretical.\n4. **Catholic Hierarchy Restored**: The Catholic hierarchy, including bishops and archbishops, would have been reinstated, and the English church would have been brought under the direct authority of the Pope.\n\nHowever, there's a significant historical inaccuracy in the premise: **the Spanish Armada did not conquer England in 1588**. In fact, the Armada was defeated by a combination of bad weather, poor planning, and the bravery of the English navy. The Armada's failure marked a significant turning point in English history, solidifying England's independence and paving the way for its emergence as a major world power.\n\nIn reality, the English Reformation continued to evolve, and the Church of England remained a distinct entity, shaped by the complex interplay of politics, theology, and culture. The English Bible continued to be published and disseminated, and Protestantism became an integral part of English identity.""";1;;95;The AI provides an excellent analysis of the hypothetical scenario, accurately deducing the likely impact on the English Reformation (repression of Protestantism, reassertion of Papal authority). It correctly identifies and explains the historical inaccuracy of the premise, detailing the Armada's actual defeat and its consequences. The reasoning is sound and domain-appropriate. A minor factual slip is mentioning William Tyndale as a potential victim post-1588, as he died in 1536.;1;90;The response is historically accurate, nuanced, and explores plausible consequences of the hypothetical scenario while correctly identifying the premise's inaccuracy. Minor elaboration could improve clarity further.
7a853a04-b42c-4682-8ad4-83f4bbc7e630;llama3-70b-8192;1;;;What virus causes acquired immunodeficiency syndrome (AIDS);"""The virus that causes Acquired Immunodeficiency Syndrome (AIDS) is the Human Immunodeficiency Virus (HIV). HIV is a type of retrovirus that attacks and weakens the immune system, making the body vulnerable to various opportunistic infections and cancers.\n\nThere are two main types of HIV:\n\n1. HIV-1: This is the most common type of HIV and is responsible for most cases of AIDS worldwide.\n2. HIV-2: This type is less infectious and less severe than HIV-1, and is found primarily in West Africa.\n\nHIV is transmitted through:\n\n* Unprotected sexual contact with an infected person\n* Sharing needles or syringes contaminated with HIV-infected blood\n* Mother-to-child transmission during pregnancy, childbirth, or breastfeeding\n* Blood transfusions or organ transplants from an infected donor\n\nIf left untreated, HIV infection can progress to AIDS, which is the most advanced stage of the disease. AIDS is characterized by a severely weakened immune system, making it difficult to fight off infections and diseases.\n\nWhile there is no cure for HIV, antiretroviral therapy (ART) can effectively manage the infection, slowing down its progression and improving the quality of life for people living with HIV.""";1;;98;The answer correctly identifies HIV as the causative agent of AIDS. It provides accurate and comprehensive details on HIV types, transmission, disease progression, and treatment, demonstrating a thorough understanding of the topic without any factual errors or omissions for a general question.;1;100;The response is accurate, comprehensive, and well-structured, covering the causative virus, types, transmission methods, progression, and treatment, aligning perfectly with domain expectations for medical accuracy.
1ee1b92f-de51-4e97-8eab-cec85c57d852;llama3-70b-8192;1;;;What is the key difference between Type 1 and Type 2 diabetes?;"""The key difference between Type 1 and Type 2 diabetes lies in the body's ability to produce insulin, a hormone that regulates blood sugar levels.\n\n**Type 1 Diabetes:**\n\n* The body's immune system mistakenly attacks and destroys the cells in the pancreas that produce insulin (beta cells).\n* As a result, the body is unable to produce enough insulin to regulate blood sugar levels.\n* People with Type 1 diabetes are dependent on insulin injections to control their blood sugar levels.\n* Typically develops in childhood or adolescence, but can occur at any age.\n\n**Type 2 Diabetes:**\n\n* The body becomes resistant to insulin, making it harder for glucose to enter the cells.\n* As a result, the body produces more insulin to try to keep up with the demand, but eventually, the pancreas cannot keep up with the demand, and blood sugar levels rise.\n* People with Type 2 diabetes may not need insulin injections initially, and instead, may be managed through diet, exercise, and/or oral medications.\n* Often associated with lifestyle factors, such as obesity, lack of physical activity, and an unhealthy diet.\n\nIn summary, the main difference between Type 1 and Type 2 diabetes is that Type 1 diabetes, the body is unable to produce insulin, whereas in Type 2 diabetes, the body becomes resistant to insulin.""";1;;80;The answer provides an accurate and well-explained distinction between Type 1 and Type 2 diabetes, covering key aspects like insulin production, resistance, and typical management. However, it fails to cite any credible sources, which is a mandatory requirement for medical questions to achieve full points, significantly impacting its alignment with domain expectations.;0,5;100;The response accurately explains the key differences between Type 1 and Type 2 diabetes, including mechanisms, management, and associated factors, aligning with medical domain expectations.
a7962714-3e8b-43ba-847d-f02313c0a610;llama3-70b-8192;1;;;What is Huntington's disease and what organ does it primarily affect?;"""Huntington's disease is a rare, inherited disorder that causes the progressive breakdown of nerve cells in the brain. It primarily affects the basal ganglia, a group of structures deep in the brain that play a critical role in movement, cognition, and emotion.\n\nThe basal ganglia are responsible for regulating movement, habit formation, and reward processing. In Huntington's disease, the expansion of a CAG repeat in the Huntingtin gene leads to a toxic protein that accumulates in the brain, causing the death of brain cells, particularly in the basal ganglia.\n\nAs the disease progresses, the degeneration of the basal ganglia leads to:\n\n* Chorea: involuntary jerky movements of the limbs, face, and torso\n* Cognitive decline: memory loss, confusion, and difficulty with concentration\n* Emotional disturbances: depression, anxiety, and mood swings\n* Motor dysfunction: rigidity, bradykinesia (slow movement), and postural instability\n\nHuntington's disease is usually diagnosed in people between the ages of 30 and 50, and it progressively worsens over the course of 10 to 30 years. There is currently no treatment to stop or reverse the progression of the disease, but medications and therapies can help manage the symptoms.""";1;;65;The answer accurately defines Huntington's disease, identifies the primary affected organ (basal ganglia), explains its genetic basis, and lists key symptoms. However, for medical questions, the rubric explicitly requires citing at least two credible sources (US/Europe). The response fails to provide any citations, which is a critical omission for this domain, preventing a higher score despite the factual accuracy.;0,5;100;The response is accurate, detailed, and aligns with medical knowledge, correctly identifying Huntington's disease as affecting the brain, particularly the basal ganglia, with nuanced symptom descriptions.
fb32e5c2-cddb-4769-8b1e-a2eebbe39f06;llama3-70b-8192;1;;;Does Huntington's disease mainly cause liver damage?;"""No, Huntington's disease does not mainly cause liver damage. Huntington's disease is a rare, inherited disorder that affects the brain, causing progressive damage to the brain cells, leading to cognitive, motor, and psychiatric dysfunction.\n\nThe main symptoms of Huntington's disease include:\n\n* Chorea: involuntary jerky movements of the limbs, face, and psychiatric problems\n* Cognitive decline: memory loss, confusion, and difficulty with concentration\n* Emotional disturbances: depression, anxiety, and mood swings\n* Motor symptoms: rigidity, dystonia, and parkinsonism\n\nWhile Huntington's disease can cause liver dysfunction in some cases, it is not the primary cause of liver damage. The liver damage in Huntington's disease is often mild and may not cause significant symptoms. In some cases, the liver dysfunction may be caused by the medication used to treat the symptoms of Huntington's disease, rather than the disease itself.\n\nIt's worth noting that Huntington's disease is caused by an expansion of a CAG repeat in the Huntingtin gene, which leads to the production of a toxic protein that damages brain cells. The disease is autosomal dominant, meaning that a single copy of the mutated gene is enough to cause the disease, and each child of an affected parent has a 50% chance of inheriting the mutated gene.""";1;;75;The answer is highly accurate, correctly stating Huntington's primarily affects the brain and providing detailed, nuanced information on symptoms, genetics, and liver involvement. However, it fails to cite any credible sources, which is a mandatory requirement for medical questions to achieve a higher score and align with domain expectations for reliable health information.;0,5;100;The response is accurate, well-explained, and correctly emphasizes Huntington's disease's primary impact on the brain rather than the liver, aligning with medical understanding.
01f4f934-beb2-4d0b-8739-d94aa1aaf664;llama3-70b-8192;1;;;Is Lyme disease best classified as an infectious disease, a rheumatologic disorder, or a neurological condition?;"""Lyme disease is a complex condition that can manifest in various ways, making it challenging to classify it into a single category. However, based on its etiology, symptoms, and affected systems, I'd argue that it's best classified as an infectious disease with rheumatologic and neurological manifestations.\n\nHere's why:\n\n1. **Infectious disease**: Lyme disease is caused by the bacterium Borrelia burgdorferi, which is transmitted through the bite of an infected blacklegged tick (Ixodes scapularis). The infection triggers an immune response, leading to a range of symptoms.\n2. **Rheumatologic manifestations**: Lyme disease often presents with musculoskeletal symptoms, such as arthritis, joint pain, and swelling, particularly in the knees. These symptoms are similar to those seen in rheumatologic conditions like rheumatoid arthritis.\n3. **Neurological manifestations**: Lyme disease can also affect the nervous system, causing symptoms such as meningitis, encephalitis, and peripheral neuropathy. These neurological symptoms are similar to those seen in other neuroinfectious diseases.\n\nWhile Lyme disease shares characteristics with both rheumatologic and neurological disorders, its underlying cause is an infection. Therefore, it's most accurately classified as an infectious disease with rheumatologic and neurological complications.\n\nIt's essential to recognize the multifaceted nature of Lyme disease to ensure accurate diagnosis and effective treatment, which typically involves antibiotics and symptom management.""";1;;60;The answer correctly classifies Lyme disease as an infectious disease with rheumatologic and neurological manifestations, providing accurate reasoning. However, it fails to meet the critical domain requirement for medical questions: citing at least two credible sources (US and European). This omission significantly detracts from the answer's completeness and adherence to the specified grading criteria for this domain.;0,5;100;The response is accurate, nuanced, and aligns with medical understanding, emphasizing Lyme disease's infectious etiology while acknowledging its rheumatologic and neurological manifestations. It reflects domain-appropriate reasoning.
87fdb521-4db6-4a41-84fd-b63e7b4a2f8f;llama3-70b-8192;1;;;What are the main symptoms of a stroke?;"""The main symptoms of a stroke can vary from person to person, but there are some common warning signs to watch out for. Here are the most common symptoms of a stroke:\n\n**F.A.S.T.**\n\n1. **F** for Face: Ask the person to smile. Does one side of their face droop?\n2. **A** for Arm: Ask the person to raise both arms. Does one arm drift downward?\n3. **S** for Speech: Ask the person to repeat a simple sentence. Is their speech slurred or difficult to understand?\n4. **T** for Time: Time is of the essence! If you observe any of these symptoms, call for emergency medical services immediately.\n\nOther symptoms of a stroke may include:\n\n* Sudden weakness, numbness, or paralysis in the face, arm, or leg\n* Sudden confusion or trouble speaking or understanding speech\n* Sudden trouble seeing in one or both eyes, including blurred vision, double vision, or loss of vision\n* Sudden severe headache with no known cause\n* Sudden loss of balance, coordination, or difficulty walking\n* Sudden nausea or vomiting\n* Seizures\n\nIt's essential to remember that a stroke is a medical emergency. If you suspect someone is having a stroke, call your local emergency number (such as 911 in the US) or get them to the hospital immediately. The faster medical treatment is received, the better the chances of recovery.\n\nDo you have any other questions about strokes or symptoms?""";1;;65;The answer accurately describes stroke symptoms using the F.A.S.T. acronym and lists other relevant signs. However, despite being a medical question, it fails to cite *any* credible sources, which is a mandatory requirement for full points as per the rubric for medical questions. This significant omission impacts reliability and prevents a higher score, despite the accurate content.;0,5;100;The response is accurate, comprehensive, and aligns with medical guidelines, emphasizing urgency and the F.A.S.T. method for stroke recognition. It provides clear, actionable advice.
256a552d-2649-430d-b5be-ef028341d06d;llama3-70b-8192;1;;;Persistent dry cough, weight loss, and night sweats are symptoms commonly associated with which disease?;Persistent dry cough, weight loss, and night sweats are commonly associated with tuberculosis (TB).;1;;95;The response accurately identifies tuberculosis (TB) as the disease commonly associated with the triad of persistent dry cough, weight loss, and night sweats. These are hallmark symptoms of active pulmonary TB. The answer is concise, direct, and factually correct for the most prominent association, meeting the criteria for a general question.;1;100;The response is accurate and correctly identifies tuberculosis as a disease associated with the given symptoms, aligning with medical knowledge and diagnostic criteria.
b7aa7167-9402-4756-bc44-3f950eb102f2;llama3-70b-8192;1;;;What condition can cause both gastrointestinal and neurological symptoms such as confusion and diarrhea?;"""There are several conditions that can cause both gastrointestinal (GI) and neurological symptoms, including:\n\n1. **Infectious Gastroenteritis**: Caused by viruses, bacteria, or parasites, it can lead to diarrhea, abdominal cramps, and neurological symptoms like headache, fever, and confusion.\n2. **Food Poisoning**: Certain bacteria like Salmonella, E. coli can cause food poisoning, leading to diarrhea, vomiting, and neurological symptoms like headache, confusion, and even seizures.\n3. **C. difficile Infection (CDI)**: This bacterial infection can cause diarrhea, abdominal pain, and neurological symptoms like confusion, especially in older adults.\n4. **Inflammatory Bowel Disease (IBD) like **Crohn's disease** and **Ulcerative Colitis**: These chronic conditions can cause GI symptoms and, in some cases, neurological symptoms like headache, fatigue, and cognitive impairment.\n5. **Irritable Bowel Syndrome (IBS)**: While not typically associated with confusion, some studies suggest that IBS can lead to cognitive impairment, anxiety, and depression, in addition to GI symptoms like diarrhea or constipation.\n6. **Neurological disorders**: Certain conditions, such as **Parkinson's disease**, **Alzheimer's disease**, and **Autonomic Dysfunction**, can cause GI issues like diarrhea, constipation, or nausea, in addition to neurological symptoms like confusion, memory loss, or motor impairment.\n7. **Electrolyte Imbalance**: Severe diarrhea or vomiting can lead to electrolyte imbalances, which can, in turn, cause neurological symptoms like confusion, seizures, or muscle weakness.\n8. **Toxins and Poisoning**: Exposure to certain toxins, like lead or pesticides, can lead to GI and neurological symptoms, including diarrhea, confusion, and even seizures.\n\nIt's essential to consult a healthcare professional to determine the underlying cause of these symptoms, as accurate diagnosis and treatment can vary greatly depending on the condition.""";1;;60;The answer accurately identifies several plausible conditions causing both gastrointestinal and neurological symptoms. However, it completely fails to meet the critical requirement for medical questions: citing at least two credible sources, ideally from both US and European health organizations. This significant omission, despite the good factual content, prevents a higher score as per the grading rubric.;0,5;85;The response is comprehensive and covers multiple plausible conditions, but it lacks specific references to trusted medical guidelines (e.g., CDC, AHA, ESC) for full clinical accuracy.
4e4032b5-35b8-494d-88e9-4003011b5c87;llama3-70b-8192;1;;;Is sudden lower back pain a typical sign of stroke?;"""Sudden lower back pain is not a typical symptom of stroke. However, it's essential to understand that a stroke can cause a wide range of symptoms, and some may be unexpected.\n\nTypical signs of stroke include:\n\n1. FAST symptoms:\n	* F - Face drooping or numbness\n	* A - Arm weakness or numbness\n	* S - Speech difficulty or slurred speech\n	* T - Time to call for emergency services immediately\n2. Other common symptoms:\n	* Sudden weakness or numbness in the legs\n	* Sudden difficulty walking or balance problems\n	* Sudden confusion or trouble understanding speech\n	* Sudden trouble seeing in one or both eyes\n	* Sudden severe headache with no known cause\n	* Numbness or tingling sensations in the body\n	* Vomiting or nausea\n\nIn rare cases, a stroke can cause back pain, especially if the stroke affects the spinal cord or the blood vessels that supply the spine. This is often accompanied by other symptoms such as weakness, numbness, or paralysis.\n\nIf you're experiencing sudden lower back pain, it's essential to consider other possible causes, such as:\n\n* Muscle strain or injury\n* Herniated disk or spinal degeneration\n* Kidney stones or infection\n* Inflammatory conditions like arthritis\n\nIf you're unsure about the cause of your symptoms or have concerns about a stroke, it's always best to err on the side of caution and seek immediate medical attention. Remember, prompt treatment can significantly improve outcomes for stroke patients.""";1;;85;The answer is highly accurate, clearly stating that lower back pain is not a typical stroke symptom and providing excellent detail on common stroke signs, rare exceptions, and differential diagnoses. It offers appropriate advice. However, it completely fails to cite any credible sources, which is a mandatory requirement for medical questions to achieve full points and ensure verifiability, a critical aspect of domain-appropriate reasoning for health information.;1;95;The response is accurate, comprehensive, and aligns with medical guidelines, emphasizing typical stroke symptoms and alternative causes for back pain while advising prompt medical attention. Minor redundancy noted.
83e09702-a00f-48ff-bca9-60156541a5b4;llama3-70b-8192;1;;;A patient reports fatigue, joint pain, and mild hair loss. What are the possible underlying conditions, and how would you prioritize them?;"""A great question!\n\nBased on the symptoms of fatigue, joint pain, and mild hair loss, there are several possible underlying conditions to consider. Here's a list of potential causes, categorized by system:\n\n**Endocrine System:**\n\n1. **Hypothyroidism (underactive thyroid) - fatigue, hair loss, joint pain\n2. **Adrenal insufficiency** (Addison's disease) - fatigue, joint pain, hair loss\n\n**Rheumatological Disorders:**\n\n1. **Rheumatoid arthritis** (RA) - joint pain, fatigue\n2. **Psoriatic arthritis** - joint pain, fatigue, hair loss\n3. **Lupus** - joint pain, fatigue, hair loss\n\n**Infectious Diseases:**\n\n1. **Chronic viral hepatitis** (e.g., hepatitis C) - fatigue, hair loss\n2. **Lyme disease** - fatigue, joint pain\n\n**Nutritional Deficiencies:**\n\n1. **Iron deficiency anemia** - fatigue, hair loss\n2. **Vitamin D deficiency** - fatigue, joint pain\n\n**Other Conditions:**\n\n1. **Fibromyalgia** - fatigue, joint pain, hair loss\n2. **Chronic fatigue syndrome** (CFS) - fatigue, joint pain\n3. **Autoimmune disorders, e.g., **Hashimoto's thyroiditis**)\n\nTo prioritize these conditions, I'd consider the following factors:\n\n1. **Prevalence**: Hypothyroidism and iron deficiency anemia are relatively common.\n2. **Symptom overlap**: Rheumatoid arthritis, lupus, and fibromyalgia share similar symptoms.\n3. **Age and demographics**: Certain conditions, like hypothyroidism, are more common in specific age groups (e.g., postmenopausal women).\n4. **Comorbidities**: Presence of other conditions, diabetes, or family history of autoimmune disorders.\n\nInitial steps:\n\n1. **Comprehensive history**: Gather detailed information on symptoms, medical history, and family history.\n2. **Basic laboratory tests**:\n	* Complete Blood Count (CBC) to rule out anemia\n	* Thyroid function tests (TSH, free T4) to assess thyroid function\n	* Blood chemistry tests (e.g., 25-hydroxyvitamin D deficiency)\n3. **Physical examination**: Assess joint mobility, muscle strength, and skin changes.\n\nBased on the initial evaluation, further testing and specialized consultations (e.g., rheumatology, endocrinology) may be necessary to narrow down the diagnosis.\n\nPlease note that this is a general approach, and the specific order of evaluation may change depending on the patient's individual circumstances.\n\nDo you have any specific follow-up questions or scenarios you'd like to discuss?""";1;;85;The response provides a comprehensive and accurate list of differential diagnoses for the symptoms, along with a medically sound prioritization strategy and initial workup steps. This demonstrates strong domain knowledge. However, it fails to cite any credible sources, which is a critical requirement for medical questions as per the grading criteria, thus preventing a higher score.;1;85;The response is thorough and covers plausible conditions, prioritization factors, and initial diagnostic steps. However, it lacks explicit references to guidelines or evidence-based sources.
